Condition	Freqs	Knowledge	log_RTs	Idiom	Subject	LP	Transparency
Lit	2.14	6	6.4457198194	iemand tegen de schenen schoppen	32	4.73	3.71
Fig	2.7	6	6.492239835	iemand tegen de schenen schoppen	32	4.73	3.71
Lit	2.7	4	6.3279367837	iemand wakker schudden	32	4.77	3.43
Fig	3.81	4	6.2344107257	iemand wakker schudden	32	4.77	3.43
Lit	2.1	6	6.4457198194	iemand/iets tot in de wolken verheffen	32	1.82	3.75
Fig	2.68	6	6.5366915976	iemand/iets tot in de wolken verheffen	32	1.82	3.75
Lit	1.93	7	6.4769723629	iets op poten zetten	32	4	3.38
Fig	2.39	7	5.9401712527	iets op poten zetten	32	4	3.38
Lit	2.55	7	6.2728770065	iets uit de losse pols doen	32	2.27	3.13
Fig	2.53	7	6.579251212	iets uit de losse pols doen	32	2.27	3.13
Fig	2.81	7	6.5220927982	iets uit je duim zuigen	32	1.95	3.21
Lit	2.4	7	6.3456363608	iets uit je duim zuigen	32	1.95	3.21
Fig	2.26	5	6.4457198194	iets van tafel vegen	32	4.73	3.38
Lit	2.15	5	6.1737861039	iets van tafel vegen	32	4.73	3.38
Fig	3.28	7	6.3630281035	met de rug tegen de muur staan	32	4.81818	3.24
Lit	2.65	7	6.4614681764	met de rug tegen de muur staan	32	4.81818	3.24
Lit	1.95	5	6.5220927982	op het puntje van de tong liggen	32	3.05	3.52
Fig	3.51	5	6.6200732065	op het puntje van de tong liggen	32	3.05	3.52
Lit	2.07	3	6.4457198194	op zijn achterste benen staan	32	2.86	2.62
Fig	2.55	3	6.4769723629	op zijn achterste benen staan	32	2.86	2.62
Lit	3.05	7	6.4769723629	op zijn centen zitten	32	4.68	3.71
Fig	2.23	7	6.1944053911	op zijn centen zitten	32	4.68	3.71
Fig	3.36	7	6.1527326947	voor aap staan	32	2.045454545	3.22
Lit	2.76	7	6.3099182782	voor aap staan	32	2.045454545	3.22
Fig	3.02	7	6.2344107257	voor iemand door het vuur gaan	32	3.91	4.18
Lit	1.9	7	6.3630281035	voor iemand door het vuur gaan	32	3.91	4.18
Fig	2.49	5	6.4614681764	één lijn trekken	34	4.73	2.88
Lit	2.43	5	6.2915691396	één lijn trekken	34	4.73	2.88
Fig	2.25	7	6.5930445341	aan een zijden draadje hangen	34	3.73	3.14
Lit	2.47	7	6.0637852087	aan een zijden draadje hangen	34	3.73	3.14
Fig	3.45	7	6.2915691396	aan het roer staan	34	4.73	4.6
Lit	3.7	7	6.5220927982	aan het roer staan	34	4.73	4.6
Lit	2.96	6	6.3969296552	als paddenstoelen uit de grond schieten	34	2.27	3.29
Fig	2.66	6	6.3630281035	als paddenstoelen uit de grond schieten	34	2.27	3.29
Fig	2.28	2	6.2146080984	de koe bij de hoorns vatten	34	4.05	3.17
Lit	3.04	2	5.9914645471	de koe bij de hoorns vatten	34	4.05	3.17
Fig	2.93	6	6.1737861039	ergens mee in de maag zitten	34	2.86	2.95
Fig	2.13	7	6.1092475828	ergens zijn neus voor optrekken	34	4.23	3.33
Lit	2.22	7	6.1312264895	ergens zijn neus voor optrekken	34	4.23	3.33
Fig	3.58	7	6.5220927982	het niet breed hebben	34	1.95	3.24
Lit	2.42	7	6.8669332845	het niet breed hebben	34	1.95	3.24
Fig	3.81	5	6.2728770065	iemand aan de tand voelen	34	4.45	2.83
Fig	2.73	7	6.3456363608	iemand de wet voorschrijven	34	3.68	3.67
Lit	2.75	7	6.2146080984	iemand de wet voorschrijven	34	3.68	3.67
Fig	1.81	4	6.2146080984	iemand iets in de schoenen schuiven	34	4.05	3.09
Fig	2.68	6	6.3099182782	iemand op de huid zitten	34	3.05	3.38
Lit	2.6	6	6.2538288116	iemand op de huid zitten	34	3.05	3.38
Lit	2.14	3	6.1737861039	iemand tegen de schenen schoppen	34	4.73	3.71
Fig	2.7	3	6.3456363608	iemand tegen de schenen schoppen	34	4.73	3.71
Lit	2.7	3	6.4134589572	iemand wakker schudden	34	4.77	3.43
Fig	3.81	3	6.4457198194	iemand wakker schudden	34	4.77	3.43
Lit	2.1	4	6.4134589572	iemand/iets tot in de wolken verheffen	34	1.82	3.75
Fig	2.68	4	6.6066501862	iemand/iets tot in de wolken verheffen	34	1.82	3.75
Lit	1.93	7	6.1312264895	iets op poten zetten	34	4	3.38
Fig	2.39	7	6.1944053911	iets op poten zetten	34	4	3.38
Lit	2.55	6	6.2146080984	iets uit de losse pols doen	34	2.27	3.13
Fig	2.53	6	6.1737861039	iets uit de losse pols doen	34	2.27	3.13
Fig	2.81	7	6.1944053911	iets uit je duim zuigen	34	1.95	3.21
Lit	2.4	7	6.4457198194	iets uit je duim zuigen	34	1.95	3.21
Fig	2.26	3	6.492239835	iets van tafel vegen	34	4.73	3.38
Lit	2.15	3	6.1312264895	iets van tafel vegen	34	4.73	3.38
Fig	3.28	1	6.7214257008	met de rug tegen de muur staan	34	4.81818	3.24
Lit	2.65	1	6.2344107257	met de rug tegen de muur staan	34	4.81818	3.24
Lit	1.95	5	6.5366915976	op het puntje van de tong liggen	34	3.05	3.52
Fig	3.51	5	6.0637852087	op het puntje van de tong liggen	34	3.05	3.52
Lit	2.07	3	6.4457198194	op zijn achterste benen staan	34	2.86	2.62
Fig	2.55	3	6.3099182782	op zijn achterste benen staan	34	2.86	2.62
Lit	3.05	7	6.3456363608	op zijn centen zitten	34	4.68	3.71
Fig	2.23	7	6.5366915976	op zijn centen zitten	34	4.68	3.71
Fig	3.36	7	6.56526497	voor aap staan	34	2.045454545	3.22
Lit	2.76	7	6.3456363608	voor aap staan	34	2.045454545	3.22
Fig	3.02	7	6.1312264895	voor iemand door het vuur gaan	34	3.91	4.18
Lit	1.9	7	6.2344107257	voor iemand door het vuur gaan	34	3.91	4.18
Fig	2.49	5	6.492239835	één lijn trekken	35	4.73	2.88
Lit	2.43	5	6.3630281035	één lijn trekken	35	4.73	2.88
Fig	2.25	4	6.3456363608	aan een zijden draadje hangen	35	3.73	3.14
Lit	2.47	4	6.3630281035	aan een zijden draadje hangen	35	3.73	3.14
Fig	3.45	3	6.2146080984	aan het roer staan	35	4.73	4.6
Lit	3.7	3	6.3630281035	aan het roer staan	35	4.73	4.6
Lit	2.96	7	6.3630281035	als paddenstoelen uit de grond schieten	35	2.27	3.29
Fig	2.66	7	6.551080335	als paddenstoelen uit de grond schieten	35	2.27	3.29
Fig	2.28	2	6.429719478	de koe bij de hoorns vatten	35	4.05	3.17
Lit	3.04	2	6.1312264895	de koe bij de hoorns vatten	35	4.05	3.17
Fig	2.93	4	6.3630281035	ergens mee in de maag zitten	35	2.86	2.95
Fig	2.13	4	6.4457198194	ergens zijn neus voor optrekken	35	4.23	3.33
Lit	2.22	4	6.4614681764	ergens zijn neus voor optrekken	35	4.23	3.33
Fig	3.58	7	6.3630281035	het niet breed hebben	35	1.95	3.24
Lit	2.42	7	6.5930445341	het niet breed hebben	35	1.95	3.24
Fig	3.81	6	6.5220927982	iemand aan de tand voelen	35	4.45	2.83
Fig	2.73	4	6.4134589572	iemand de wet voorschrijven	35	3.68	3.67
Lit	2.75	4	6.3630281035	iemand de wet voorschrijven	35	3.68	3.67
Fig	1.81	6	6.492239835	iemand iets in de schoenen schuiven	35	4.05	3.09
Fig	2.68	4	6.5072777124	iemand op de huid zitten	35	3.05	3.38
Lit	2.6	4	6.1944053911	iemand op de huid zitten	35	3.05	3.38
Lit	2.14	1	6.4457198194	iemand tegen de schenen schoppen	35	4.73	3.71
Fig	2.7	1	6.4457198194	iemand tegen de schenen schoppen	35	4.73	3.71
Lit	2.7	3	6.5930445341	iemand wakker schudden	35	4.77	3.43
Fig	3.81	3	6.3801225369	iemand wakker schudden	35	4.77	3.43
Lit	2.1	7	6.4457198194	iemand/iets tot in de wolken verheffen	35	1.82	3.75
Fig	2.68	7	6.4614681764	iemand/iets tot in de wolken verheffen	35	1.82	3.75
Lit	1.93	1	6.4457198194	iets op poten zetten	35	4	3.38
Fig	2.39	1	6.2146080984	iets op poten zetten	35	4	3.38
Lit	2.55	5	6.5220927982	iets uit de losse pols doen	35	2.27	3.13
Fig	2.53	5	6.4134589572	iets uit de losse pols doen	35	2.27	3.13
Fig	2.81	7	6.3801225369	iets uit je duim zuigen	35	1.95	3.21
Lit	2.4	7	6.3630281035	iets uit je duim zuigen	35	1.95	3.21
Fig	2.26	1	6.3969296552	iets van tafel vegen	35	4.73	3.38
Lit	2.15	1	6.2728770065	iets van tafel vegen	35	4.73	3.38
Fig	3.28	5	6.2728770065	met de rug tegen de muur staan	35	4.81818	3.24
Lit	2.65	5	6.5072777124	met de rug tegen de muur staan	35	4.81818	3.24
Lit	1.95	7	6.2728770065	op het puntje van de tong liggen	35	3.05	3.52
Fig	3.51	7	6.0867747269	op het puntje van de tong liggen	35	3.05	3.52
Lit	2.07	1	6.492239835	op zijn achterste benen staan	35	2.86	2.62
Fig	2.55	1	6.2728770065	op zijn achterste benen staan	35	2.86	2.62
Lit	3.05	7	6.3630281035	op zijn centen zitten	35	4.68	3.71
Fig	2.23	7	6.4457198194	op zijn centen zitten	35	4.68	3.71
Fig	3.36	7	6.2146080984	voor aap staan	35	2.045454545	3.22
Lit	2.76	7	6.6463905148	voor aap staan	35	2.045454545	3.22
Fig	3.02	6	6.4134589572	voor iemand door het vuur gaan	35	3.91	4.18
Lit	1.9	6	6.551080335	voor iemand door het vuur gaan	35	3.91	4.18
Fig	2.49	5	6.6200732065	één lijn trekken	36	4.73	2.88
Lit	2.43	5	6.6592939197	één lijn trekken	36	4.73	2.88
Fig	2.25	2	6.2344107257	aan een zijden draadje hangen	36	3.73	3.14
Lit	2.47	2	6.0867747269	aan een zijden draadje hangen	36	3.73	3.14
Fig	3.45	7	6.1527326947	aan het roer staan	36	4.73	4.6
Lit	3.7	7	6.4614681764	aan het roer staan	36	4.73	4.6
Lit	2.96	7	6.3456363608	als paddenstoelen uit de grond schieten	36	2.27	3.29
Fig	2.66	7	6.4457198194	als paddenstoelen uit de grond schieten	36	2.27	3.29
Fig	2.28	2	6.1527326947	de koe bij de hoorns vatten	36	4.05	3.17
Lit	3.04	2	6.3279367837	de koe bij de hoorns vatten	36	4.05	3.17
Fig	2.93	6	6.2344107257	ergens mee in de maag zitten	36	2.86	2.95
Fig	2.13	6	6.2915691396	ergens zijn neus voor optrekken	36	4.23	3.33
Lit	2.22	6	6.3456363608	ergens zijn neus voor optrekken	36	4.23	3.33
Fig	3.58	7	6.3630281035	het niet breed hebben	36	1.95	3.24
Lit	2.42	7	6.429719478	het niet breed hebben	36	1.95	3.24
Fig	3.81	6	6.3099182782	iemand aan de tand voelen	36	4.45	2.83
Fig	2.73	5	6.4457198194	iemand de wet voorschrijven	36	3.68	3.67
Lit	2.75	5	6.1944053911	iemand de wet voorschrijven	36	3.68	3.67
Fig	1.81	4	6.6592939197	iemand iets in de schoenen schuiven	36	4.05	3.09
Fig	2.68	6	6.6720329455	iemand op de huid zitten	36	3.05	3.38
Lit	2.6	6	6.1737861039	iemand op de huid zitten	36	3.05	3.38
Lit	2.14	7	6.4134589572	iemand tegen de schenen schoppen	36	4.73	3.71
Fig	2.7	7	6.5930445341	iemand tegen de schenen schoppen	36	4.73	3.71
Lit	2.7	5	6.6066501862	iemand wakker schudden	36	4.77	3.43
Fig	3.81	5	6.4134589572	iemand wakker schudden	36	4.77	3.43
Lit	2.1	7	6.551080335	iemand/iets tot in de wolken verheffen	36	1.82	3.75
Fig	2.68	7	6.3099182782	iemand/iets tot in de wolken verheffen	36	1.82	3.75
Lit	1.93	6	6.5220927982	iets op poten zetten	36	4	3.38
Fig	2.39	6	6.5220927982	iets op poten zetten	36	4	3.38
Lit	2.55	3	6.3630281035	iets uit de losse pols doen	36	2.27	3.13
Fig	2.53	3	6.3456363608	iets uit de losse pols doen	36	2.27	3.13
Fig	2.81	7	6.2538288116	iets uit je duim zuigen	36	1.95	3.21
Lit	2.4	7	6.3456363608	iets uit je duim zuigen	36	1.95	3.21
Fig	2.26	5	6.1092475828	iets van tafel vegen	36	4.73	3.38
Lit	2.15	5	6.579251212	iets van tafel vegen	36	4.73	3.38
Fig	3.28	7	6.1737861039	met de rug tegen de muur staan	36	4.81818	3.24
Lit	2.65	7	6.1944053911	met de rug tegen de muur staan	36	4.81818	3.24
Lit	1.95	7	6.1092475828	op het puntje van de tong liggen	36	3.05	3.52
Fig	3.51	7	6.1737861039	op het puntje van de tong liggen	36	3.05	3.52
Lit	2.07	3	6.4457198194	op zijn achterste benen staan	36	2.86	2.62
Fig	2.55	3	6.551080335	op zijn achterste benen staan	36	2.86	2.62
Lit	3.05	7	6.0867747269	op zijn centen zitten	36	4.68	3.71
Fig	2.23	7	6.4134589572	op zijn centen zitten	36	4.68	3.71
Fig	3.36	7	6.2915691396	voor aap staan	36	2.045454545	3.22
Lit	2.76	7	6.2146080984	voor aap staan	36	2.045454545	3.22
Fig	3.02	7	6.4769723629	voor iemand door het vuur gaan	36	3.91	4.18
Lit	1.9	7	6.6066501862	voor iemand door het vuur gaan	36	3.91	4.18
Fig	2.49	2	6.4614681764	één lijn trekken	37	4.73	2.88
Lit	2.43	2	6.9177056098	één lijn trekken	37	4.73	2.88
Fig	2.25	6	6.6720329455	aan een zijden draadje hangen	37	3.73	3.14
Lit	2.47	6	6.0867747269	aan een zijden draadje hangen	37	3.73	3.14
Fig	3.45	6	6.2728770065	aan het roer staan	37	4.73	4.6
Lit	3.7	6	6.2146080984	aan het roer staan	37	4.73	4.6
Lit	2.96	7	6.6333184333	als paddenstoelen uit de grond schieten	37	2.27	3.29
Fig	2.66	7	6.2728770065	als paddenstoelen uit de grond schieten	37	2.27	3.29
Fig	2.28	7	6.3630281035	de koe bij de hoorns vatten	37	4.05	3.17
Lit	3.04	7	6.2915691396	de koe bij de hoorns vatten	37	4.05	3.17
Fig	2.93	6	6.3801225369	ergens mee in de maag zitten	37	2.86	2.95
Fig	2.13	7	6.8458798753	ergens zijn neus voor optrekken	37	4.23	3.33
Lit	2.22	7	6.1944053911	ergens zijn neus voor optrekken	37	4.23	3.33
Fig	3.58	7	6.2728770065	het niet breed hebben	37	1.95	3.24
Lit	2.42	7	6.2915691396	het niet breed hebben	37	1.95	3.24
Fig	3.81	5	6.3630281035	iemand aan de tand voelen	37	4.45	2.83
Fig	2.73	4	6.3801225369	iemand de wet voorschrijven	37	3.68	3.67
Lit	2.75	4	6.3630281035	iemand de wet voorschrijven	37	3.68	3.67
Fig	1.81	4	6.6463905148	iemand iets in de schoenen schuiven	37	4.05	3.09
Fig	2.68	6	6.1737861039	iemand op de huid zitten	37	3.05	3.38
Lit	2.6	6	6.3099182782	iemand op de huid zitten	37	3.05	3.38
Lit	2.14	4	6.2344107257	iemand tegen de schenen schoppen	37	4.73	3.71
Fig	2.7	4	6.3099182782	iemand tegen de schenen schoppen	37	4.73	3.71
Lit	2.7	6	6.3456363608	iemand wakker schudden	37	4.77	3.43
Fig	3.81	6	6.5930445341	iemand wakker schudden	37	4.77	3.43
Lit	2.1	7	6.2538288116	iemand/iets tot in de wolken verheffen	37	1.82	3.75
Fig	2.68	7	6.1737861039	iemand/iets tot in de wolken verheffen	37	1.82	3.75
Lit	1.93	6	6.5366915976	iets op poten zetten	37	4	3.38
Fig	2.39	6	6.3630281035	iets op poten zetten	37	4	3.38
Lit	2.55	7	6.2344107257	iets uit de losse pols doen	37	2.27	3.13
Fig	2.53	7	6.3456363608	iets uit de losse pols doen	37	2.27	3.13
Fig	2.81	7	6.3099182782	iets uit je duim zuigen	37	1.95	3.21
Lit	2.4	7	6.2728770065	iets uit je duim zuigen	37	1.95	3.21
Fig	2.26	6	6.4614681764	iets van tafel vegen	37	4.73	3.38
Lit	2.15	6	6.2728770065	iets van tafel vegen	37	4.73	3.38
Fig	3.28	3	6.1527326947	met de rug tegen de muur staan	37	4.81818	3.24
Lit	2.65	3	6.3630281035	met de rug tegen de muur staan	37	4.81818	3.24
Lit	1.95	7	6.5366915976	op het puntje van de tong liggen	37	3.05	3.52
Fig	3.51	7	5.9914645471	op het puntje van de tong liggen	37	3.05	3.52
Lit	2.07	1	6.5072777124	op zijn achterste benen staan	37	2.86	2.62
Fig	2.55	1	6.3801225369	op zijn achterste benen staan	37	2.86	2.62
Lit	3.05	7	6.0637852087	op zijn centen zitten	37	4.68	3.71
Fig	2.23	7	6.3279367837	op zijn centen zitten	37	4.68	3.71
Fig	3.36	7	6.3801225369	voor aap staan	37	2.045454545	3.22
Lit	2.76	7	6.6970342477	voor aap staan	37	2.045454545	3.22
Fig	3.02	7	6.1312264895	voor iemand door het vuur gaan	37	3.91	4.18
Lit	1.9	7	5.9135030056	voor iemand door het vuur gaan	37	3.91	4.18
Fig	2.49	5	6.9847163201	één lijn trekken	38	4.73	2.88
Lit	2.43	5	6.6592939197	één lijn trekken	38	4.73	2.88
Fig	2.25	6	6.7214257008	aan een zijden draadje hangen	38	3.73	3.14
Lit	2.47	6	6.6463905148	aan een zijden draadje hangen	38	3.73	3.14
Fig	3.45	7	7.5806997522	aan het roer staan	38	4.73	4.6
Lit	3.7	7	6.579251212	aan het roer staan	38	4.73	4.6
Lit	2.96	7	6.6592939197	als paddenstoelen uit de grond schieten	38	2.27	3.29
Fig	2.66	7	6.7569323892	als paddenstoelen uit de grond schieten	38	2.27	3.29
Fig	2.28	6	6.5072777124	de koe bij de hoorns vatten	38	4.05	3.17
Lit	3.04	6	6.7093043403	de koe bij de hoorns vatten	38	4.05	3.17
Fig	2.93	6	6.551080335	ergens mee in de maag zitten	38	2.86	2.95
Fig	2.13	6	6.7334018918	ergens zijn neus voor optrekken	38	4.23	3.33
Lit	2.22	6	6.6463905148	ergens zijn neus voor optrekken	38	4.23	3.33
Fig	3.58	7	6.6592939197	het niet breed hebben	38	1.95	3.24
Lit	2.42	7	6.7093043403	het niet breed hebben	38	1.95	3.24
Fig	3.81	6	6.56526497	iemand aan de tand voelen	38	4.45	2.83
Fig	2.73	6	6.6970342477	iemand de wet voorschrijven	38	3.68	3.67
Lit	2.75	6	6.7684932116	iemand de wet voorschrijven	38	3.68	3.67
Fig	1.81	4	6.9469759921	iemand iets in de schoenen schuiven	38	4.05	3.09
Fig	2.68	6	6.6066501862	iemand op de huid zitten	38	3.05	3.38
Lit	2.6	6	6.492239835	iemand op de huid zitten	38	3.05	3.38
Lit	2.14	5	6.9754139275	iemand tegen de schenen schoppen	38	4.73	3.71
Fig	2.7	5	6.5220927982	iemand tegen de schenen schoppen	38	4.73	3.71
Lit	2.7	5	6.6592939197	iemand wakker schudden	38	4.77	3.43
Fig	3.81	5	6.579251212	iemand wakker schudden	38	4.77	3.43
Lit	2.1	7	6.4769723629	iemand/iets tot in de wolken verheffen	38	1.82	3.75
Fig	2.68	7	6.551080335	iemand/iets tot in de wolken verheffen	38	1.82	3.75
Lit	1.93	7	6.5366915976	iets op poten zetten	38	4	3.38
Fig	2.39	7	6.6200732065	iets op poten zetten	38	4	3.38
Lit	2.55	6	6.4457198194	iets uit de losse pols doen	38	2.27	3.13
Fig	2.53	6	6.5930445341	iets uit de losse pols doen	38	2.27	3.13
Fig	2.81	7	6.5220927982	iets uit je duim zuigen	38	1.95	3.21
Lit	2.4	7	6.6200732065	iets uit je duim zuigen	38	1.95	3.21
Fig	2.26	4	6.6592939197	iets van tafel vegen	38	4.73	3.38
Lit	2.15	4	6.5072777124	iets van tafel vegen	38	4.73	3.38
Fig	3.28	7	7.0817085861	met de rug tegen de muur staan	38	4.81818	3.24
Lit	2.65	7	6.4134589572	met de rug tegen de muur staan	38	4.81818	3.24
Lit	1.95	7	6.56526497	op het puntje van de tong liggen	38	3.05	3.52
Fig	3.51	7	6.6720329455	op het puntje van de tong liggen	38	3.05	3.52
Lit	2.07	5	6.7912214627	op zijn achterste benen staan	38	2.86	2.62
Fig	2.55	5	6.6846117277	op zijn achterste benen staan	38	2.86	2.62
Lit	3.05	7	6.429719478	op zijn centen zitten	38	4.68	3.71
Fig	2.23	7	6.5220927982	op zijn centen zitten	38	4.68	3.71
Fig	3.36	7	6.579251212	voor aap staan	38	2.045454545	3.22
Lit	2.76	7	6.7799219075	voor aap staan	38	2.045454545	3.22
Fig	3.02	7	6.5930445341	voor iemand door het vuur gaan	38	3.91	4.18
Lit	1.9	7	6.5930445341	voor iemand door het vuur gaan	38	3.91	4.18
Fig	2.49	5	6.6970342477	één lijn trekken	40	4.73	2.88
Lit	2.43	5	6.4457198194	één lijn trekken	40	4.73	2.88
Fig	2.25	2	6.4769723629	aan een zijden draadje hangen	40	3.73	3.14
Lit	2.47	2	6.6200732065	aan een zijden draadje hangen	40	3.73	3.14
Fig	3.45	7	6.6200732065	aan het roer staan	40	4.73	4.6
Lit	3.7	7	6.579251212	aan het roer staan	40	4.73	4.6
Lit	2.96	1	6.6970342477	als paddenstoelen uit de grond schieten	40	2.27	3.29
Fig	2.66	1	6.7799219075	als paddenstoelen uit de grond schieten	40	2.27	3.29
Fig	2.28	1	6.1312264895	de koe bij de hoorns vatten	40	4.05	3.17
Lit	3.04	1	6.4769723629	de koe bij de hoorns vatten	40	4.05	3.17
Fig	2.93	6	6.3456363608	ergens mee in de maag zitten	40	2.86	2.95
Fig	2.13	6	7.1546153569	ergens zijn neus voor optrekken	40	4.23	3.33
Lit	2.22	6	6.9939329752	ergens zijn neus voor optrekken	40	4.23	3.33
Fig	3.58	7	6.6066501862	het niet breed hebben	40	1.95	3.24
Lit	2.42	7	7.3264656138	het niet breed hebben	40	1.95	3.24
Fig	3.81	7	6.0867747269	iemand aan de tand voelen	40	4.45	2.83
Fig	2.73	4	6.4134589572	iemand de wet voorschrijven	40	3.68	3.67
Lit	2.75	4	6.8875525717	iemand de wet voorschrijven	40	3.68	3.67
Fig	1.81	4	6.7214257008	iemand iets in de schoenen schuiven	40	4.05	3.09
Fig	2.68	1	6.8669332845	iemand op de huid zitten	40	3.05	3.38
Lit	2.6	1	6.8875525717	iemand op de huid zitten	40	3.05	3.38
Lit	2.14	7	6.8564619846	iemand tegen de schenen schoppen	40	4.73	3.71
Fig	2.7	7	6.6066501862	iemand tegen de schenen schoppen	40	4.73	3.71
Lit	2.7	1	6.8134445995	iemand wakker schudden	40	4.77	3.43
Fig	3.81	1	7.0299729117	iemand wakker schudden	40	4.77	3.43
Lit	2.1	7	6.6970342477	iemand/iets tot in de wolken verheffen	40	1.82	3.75
Fig	2.68	7	7.2004248929	iemand/iets tot in de wolken verheffen	40	1.82	3.75
Lit	1.93	6	6.3801225369	iets op poten zetten	40	4	3.38
Fig	2.39	6	6.4134589572	iets op poten zetten	40	4	3.38
Lit	2.55	7	6.5072777124	iets uit de losse pols doen	40	2.27	3.13
Fig	2.53	7	6.551080335	iets uit de losse pols doen	40	2.27	3.13
Fig	2.81	7	6.7214257008	iets uit je duim zuigen	40	1.95	3.21
Lit	2.4	7	6.6592939197	iets uit je duim zuigen	40	1.95	3.21
Fig	2.26	4	6.8875525717	iets van tafel vegen	40	4.73	3.38
Lit	2.15	4	6.429719478	iets van tafel vegen	40	4.73	3.38
Fig	3.28	7	6.4134589572	met de rug tegen de muur staan	40	4.81818	3.24
Lit	2.65	7	6.8875525717	met de rug tegen de muur staan	40	4.81818	3.24
Lit	1.95	1	7.3460102099	op het puntje van de tong liggen	40	3.05	3.52
Fig	3.51	1	6.3456363608	op het puntje van de tong liggen	40	3.05	3.52
Lit	2.07	1	6.7569323892	op zijn achterste benen staan	40	2.86	2.62
Fig	2.55	1	6.7334018918	op zijn achterste benen staan	40	2.86	2.62
Lit	3.05	1	6.6066501862	op zijn centen zitten	40	4.68	3.71
Fig	2.23	1	6.7093043403	op zijn centen zitten	40	4.68	3.71
Fig	3.36	7	6.8351845861	voor aap staan	40	2.045454545	3.22
Lit	2.76	7	6.5930445341	voor aap staan	40	2.045454545	3.22
Fig	3.02	7	6.7799219075	voor iemand door het vuur gaan	40	3.91	4.18
Lit	1.9	7	7.5120712458	voor iemand door het vuur gaan	40	3.91	4.18
Fig	2.49	2	6.3630281035	één lijn trekken	41	4.73	2.88
Lit	2.43	2	6.3969296552	één lijn trekken	41	4.73	2.88
Fig	2.25	6	6.3801225369	aan een zijden draadje hangen	41	3.73	3.14
Lit	2.47	6	6.429719478	aan een zijden draadje hangen	41	3.73	3.14
Fig	3.45	6	6.5220927982	aan het roer staan	41	4.73	4.6
Lit	3.7	6	6.2146080984	aan het roer staan	41	4.73	4.6
Lit	2.96	6	6.5220927982	als paddenstoelen uit de grond schieten	41	2.27	3.29
Fig	2.66	6	6.3630281035	als paddenstoelen uit de grond schieten	41	2.27	3.29
Fig	2.28	7	6.2915691396	de koe bij de hoorns vatten	41	4.05	3.17
Lit	3.04	7	6.0867747269	de koe bij de hoorns vatten	41	4.05	3.17
Fig	2.93	6	6.1737861039	ergens mee in de maag zitten	41	2.86	2.95
Fig	2.13	7	6.0867747269	ergens zijn neus voor optrekken	41	4.23	3.33
Lit	2.22	7	6.1312264895	ergens zijn neus voor optrekken	41	4.23	3.33
Fig	3.58	7	6.5220927982	het niet breed hebben	41	1.95	3.24
Lit	2.42	7	6.6200732065	het niet breed hebben	41	1.95	3.24
Fig	3.81	6	6.1737861039	iemand aan de tand voelen	41	4.45	2.83
Fig	2.73	6	6.5072777124	iemand de wet voorschrijven	41	3.68	3.67
Lit	2.75	6	6.3099182782	iemand de wet voorschrijven	41	3.68	3.67
Fig	1.81	4	6.3801225369	iemand iets in de schoenen schuiven	41	4.05	3.09
Fig	2.68	5	6.579251212	iemand op de huid zitten	41	3.05	3.38
Lit	2.6	5	6.1737861039	iemand op de huid zitten	41	3.05	3.38
Lit	2.14	5	6.2146080984	iemand tegen de schenen schoppen	41	4.73	3.71
Fig	2.7	5	6.3630281035	iemand tegen de schenen schoppen	41	4.73	3.71
Lit	2.7	6	6.1737861039	iemand wakker schudden	41	4.77	3.43
Fig	3.81	6	6.3456363608	iemand wakker schudden	41	4.77	3.43
Lit	2.1	7	6.2146080984	iemand/iets tot in de wolken verheffen	41	1.82	3.75
Fig	2.68	7	6.2538288116	iemand/iets tot in de wolken verheffen	41	1.82	3.75
Lit	1.93	7	6.1312264895	iets op poten zetten	41	4	3.38
Fig	2.39	7	6.3630281035	iets op poten zetten	41	4	3.38
Lit	2.55	7	6.3456363608	iets uit de losse pols doen	41	2.27	3.13
Fig	2.53	7	6.3099182782	iets uit de losse pols doen	41	2.27	3.13
Fig	2.81	7	6.3630281035	iets uit je duim zuigen	41	1.95	3.21
Lit	2.4	7	6.1737861039	iets uit je duim zuigen	41	1.95	3.21
Fig	2.26	6	6.429719478	iets van tafel vegen	41	4.73	3.38
Lit	2.15	6	6.2728770065	iets van tafel vegen	41	4.73	3.38
Fig	3.28	7	6.1944053911	met de rug tegen de muur staan	41	4.81818	3.24
Lit	2.65	7	6.2915691396	met de rug tegen de muur staan	41	4.81818	3.24
Lit	1.95	7	6.3279367837	op het puntje van de tong liggen	41	3.05	3.52
Fig	3.51	7	6.2728770065	op het puntje van de tong liggen	41	3.05	3.52
Lit	2.07	4	6.3630281035	op zijn achterste benen staan	41	2.86	2.62
Fig	2.55	4	6.6720329455	op zijn achterste benen staan	41	2.86	2.62
Lit	3.05	1	6.3456363608	op zijn centen zitten	41	4.68	3.71
Fig	2.23	1	6.2344107257	op zijn centen zitten	41	4.68	3.71
Fig	3.36	7	6.2915691396	voor aap staan	41	2.045454545	3.22
Lit	2.76	7	6.3630281035	voor aap staan	41	2.045454545	3.22
Fig	3.02	7	6.2728770065	voor iemand door het vuur gaan	41	3.91	4.18
Lit	1.9	7	6.1092475828	voor iemand door het vuur gaan	41	3.91	4.18
Fig	2.49	2	6.3279367837	één lijn trekken	42	4.73	2.88
Lit	2.43	2	6.3630281035	één lijn trekken	42	4.73	2.88
Fig	2.25	7	6.3969296552	aan een zijden draadje hangen	42	3.73	3.14
